1.00e+02 	5.00e+02 	1.00e+02 	0.6195 	0.0000
1.00e+02 	7.00e+02 	1.00e+02 	0.7404 	0.0000
1.00e+02 	1.00e+03 	1.00e+02 	0.8250 	0.0000
1.00e+02 	1.00e+03 	1.00e+02 	0.8250 	0.0000
1.00e+02 	2.00e+03 	1.00e+02 	0.9240 	0.0004
1.00e+02 	3.00e+03 	1.00e+02 	0.9532 	0.0008
1.00e+02 	4.00e+03 	1.00e+02 	0.9683 	0.0012
1.00e+02 	5.00e+03 	1.00e+02 	0.9773 	0.0015
1.00e+02 	6.00e+03 	1.00e+02 	0.9833 	0.0017
1.00e+02 	7.00e+03 	1.00e+02 	0.9876 	0.0019
1.00e+02 	8.00e+03 	1.00e+02 	0.9907 	0.0020
1.00e+02 	9.00e+03 	1.00e+02 	0.9931 	0.0021
1.00e+02 	1.00e+04 	1.00e+02 	0.9951 	0.0022
1.00e+02 	1.10e+04 	1.00e+02 	0.9966 	0.0023
1.00e+02 	1.20e+04 	1.00e+02 	0.9979 	0.0024
1.00e+02 	1.30e+04 	1.00e+02 	0.9990 	0.0025
1.00e+02 	1.40e+04 	1.00e+02 	1.0000 	0.0025
1.00e+02 	1.50e+04 	1.00e+02 	1.0008 	0.0026
1.00e+02 	1.60e+04 	1.00e+02 	1.0015 	0.0026
1.00e+02 	1.70e+04 	1.00e+02 	1.0021 	0.0026
1.00e+02 	1.80e+04 	1.00e+02 	1.0026 	0.0027
1.00e+02 	1.90e+04 	1.00e+02 	1.0031 	0.0027
